param R :=4;
param D :=6;
param F :=50;
param N :=5;

param : v :=
1 1 1
1 2 7
1 3 8
1 4 9
1 5 10
2 1 2
2 2 11
2 3 12
2 4 13
2 5 14
3 1 3
3 2 15
3 3 16
3 4 17
3 5 18
4 1 4
4 2 19
4 3 20
4 4 21
4 5 22
5 1 5
5 2 23
5 3 24
5 4 25
5 5 26
6 1 6
6 2 27
6 3 28
6 4 29
6 5 30
;


/* 各ドメインの1番目にあるノードが発ノードもしくは着ノードになる */

param : L : c :=
1 1 1 2 10
1 1 1 3 10
1 1 1 4 10
1 1 1 5 10
1 1 2 1 10
1 1 2 5 10
1 1 3 1 10
1 1 3 4 10
1 1 4 1 10
1 1 4 3 10
1 1 5 1 10
1 1 5 2 10
1 2 2 2 10
1 2 3 4 10
1 4 4 2 10
1 4 5 4 10
2 2 1 2 10
2 2 1 3 10
2 2 1 4 10
2 2 1 5 10
2 2 2 1 10
2 2 2 3 10
2 2 3 1 10
2 2 3 2 10
2 2 4 1 10
2 2 4 5 10
2 2 5 1 10
2 2 5 4 10
2 1 2 2 10
2 1 4 3 10
2 3 3 2 10
2 3 5 4 10
2 5 5 2 10
3 3 1 2 10
3 3 1 3 10
3 3 1 4 10
3 3 1 5 10
3 3 2 1 10
3 3 2 3 10
3 3 3 1 10
3 3 3 2 10
3 3 4 1 10
3 3 4 5 10
3 3 5 1 10
3 3 5 4 10
3 2 2 3 10
3 2 4 5 10
3 4 4 3 10
3 6 2 3 10
3 6 5 3 10
4 4 1 2 10
4 4 1 3 10
4 4 1 4 10
4 4 1 5 10
4 4 2 1 10
4 4 2 3 10
4 4 3 1 10
4 4 3 2 10
4 4 4 1 10
4 4 4 5 10
4 4 5 1 10
4 4 5 4 10
4 1 2 4 10
4 1 4 5 10
4 3 3 4 10
4 5 3 2 10
4 5 5 4 10
5 5 1 2 10
5 5 1 3 10
5 5 1 4 10
5 5 1 5 10
5 5 2 1 10
5 5 2 3 10
5 5 3 1 10
5 5 3 2 10
5 5 4 1 10
5 5 4 5 10
5 5 5 1 10
5 5 5 4 10
5 2 2 5 10
5 4 2 3 10
5 4 4 5 10
5 6 3 4 10
5 6 5 5 10
6 6 1 2 10
6 6 1 3 10
6 6 1 4 10
6 6 1 5 10
6 6 2 1 10
6 6 2 5 10
6 6 3 1 10
6 6 3 4 10
6 6 4 1 10
6 6 4 3 10
6 6 5 1 10
6 6 5 2 10
6 3 2 3 10
6 3 3 5 10
6 5 4 3 10
6 5 5 5 10
;
param :s :=
1 1 
2 1 
3 4 
4 6 
;
param :d :=
1 2 
2 6 
3 6 
4 2 
;
param :r :=
1 2 
2 1 
3 3 
4 2 
;
end;
